GEO_ID,NAME,B02001_001E,B02001_001M,B02001_002E,B02001_002M,B02001_003E,B02001_003M,B02001_004E,B02001_004M,B02001_005E,B02001_005M,B02001_006E,B02001_006M,B02001_007E,B02001_007M,B02001_008E,B02001_008M,B02001_009E,B02001_009M,B02001_010E,B02001_010M
id,Geographic Area Name,Estimate!!Total:,Margin of Error!!Total:,Estimate!!Total:!!White alone,Margin of Error!!Total:!!White alone,Estimate!!Total:!!Black or African American alone,Margin of Error!!Total:!!Black or African American alone,Estimate!!Total:!!American Indian and Alaska Native alone,Margin of Error!!Total:!!American Indian and Alaska Native alone,Estimate!!Total:!!Asian alone,Margin of Error!!Total:!!Asian alone,Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone,Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone,Estimate!!Total:!!Some other race alone,Margin of Error!!Total:!!Some other race alone,Estimate!!Total:!!Two or more races:,Margin of Error!!Total:!!Two or more races:,Estimate!!Total:!!Two or more races:!!Two races including Some other race,Margin of Error!!Total:!!Two or more races:!!Two races including Some other race,"Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races"
0500000US39157,"Tuscarawas County, Ohio",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0500000US39165,"Warren County, Ohio",234602,*****,202976,2097,9985,1809,50,85,15846,872,32,65,2152,1511,3561,1348,757,553,2804,1135
0500000US39169,"Wayne County, Ohio",115710,*****,108729,590,1401,521,164,253,1194,234,0,198,1594,744,2628,581,152,221,2476,557
0500000US39173,"Wood County, Ohio",130817,*****,120119,811,2770,706,215,192,2688,319,197,247,989,456,3839,1206,501,298,3338,1167
0500000US40017,"Canadian County, Oklahoma",148306,*****,121126,1575,5662,845,6983,1512,5008,498,0,165,1748,998,7779,1930,589,837,7190,1812
0500000US40027,"Cleveland County, Oklahoma",284014,*****,221304,2277,13726,1936,12965,1601,13298,1062,118,140,4119,1845,18484,2766,826,835,17658,2620
0500000US40031,"Comanche County, Oklahoma",120749,*****,75751,2118,19184,3165,5849,1342,3172,642,214,197,2650,1126,13929,2418,940,562,12989,2410
0500000US40037,"Creek County, Oklahoma",71522,*****,56397,471,1572,333,9323,728,69,98,8,15,186,194,3967,782,348,292,3619,789
0500000US40101,"Muskogee County, Oklahoma",67997,*****,39099,830,7180,438,11933,1466,369,353,0,165,2093,824,7323,1563,0,165,7323,1563
0500000US40109,"Oklahoma County, Oklahoma",797434,*****,551112,5247,119946,3927,26274,2424,28316,1513,855,342,24384,4369,46547,4702,2416,1218,44131,4497
0500000US40119,"Payne County, Oklahoma",81784,*****,64818,727,2970,672,3219,761,3661,380,15,24,1278,587,5823,1114,112,191,5711,1138
0500000US40125,"Pottawatomie County, Oklahoma",72592,*****,55249,439,2526,218,10437,928,426,378,0,165,170,151,3784,1060,27,47,3757,1066
0500000US40131,"Rogers County, Oklahoma",92459,*****,68959,589,810,140,12100,1032,1412,223,0,165,847,474,8331,1099,253,231,8078,1079
0500000US40143,"Tulsa County, Oklahoma",651552,*****,457630,3144,64765,2301,35498,2335,23436,1057,842,252,17635,2523,51746,3713,2402,872,49344,3806
0500000US40145,"Wagoner County, Oklahoma",81289,*****,60363,765,2959,351,7753,1111,1300,305,0,165,1770,816,7144,1299,185,215,6959,1334
0500000US41003,"Benton County, Oregon",93053,*****,77333,1230,1267,488,901,428,6042,752,360,419,3422,1435,3728,1166,282,362,3446,1051
0500000US41005,"Clackamas County, Oregon",418187,*****,361016,3655,4870,736,2957,1390,20086,1335,213,323,12128,3756,16917,2526,2012,1196,14905,2326
0500000US41017,"Deschutes County, Oregon",197692,*****,182152,2326,1355,1053,2791,524,2762,1023,347,368,3161,1949,5124,1707,1599,1273,3525,1159
0500000US41019,"Douglas County, Oregon",110980,*****,102711,809,370,308,784,496,844,417,148,184,324,325,5799,767,158,219,5641,726
0500000US41029,"Jackson County, Oregon",220944,*****,201990,1570,1934,356,2525,1149,3196,663,618,561,2629,1356,8052,1646,290,337,7762,1678
0500000US41033,"Josephine County, Oregon",87487,*****,81112,765,721,462,1300,749,410,314,0,211,545,483,3399,1041,0,211,3399,1041
0500000US41035,"Klamath County, Oregon",68238,*****,59088,1366,365,288,4028,1243,188,192,41,69,1843,1356,2685,1371,460,329,2225,1369
0500000US41039,"Lane County, Oregon",382067,*****,328130,3197,4883,1218,3392,1114,10766,1346,1009,530,14558,3509,19329,2438,1649,796,17680,2351
0500000US41043,"Linn County, Oregon",129749,*****,115156,2078,749,417,1738,937,1214,420,198,230,3754,2214,6940,1969,675,731,6265,1867
0500000US41047,"Marion County, Oregon",347818,*****,278522,6919,2320,996,4710,2497,9472,1300,1112,1151,29133,6015,22549,3574,4245,2079,18304,3192
0500000US41051,"Multnomah County, Oregon",812855,*****,628153,6675,42675,3843,6767,1694,60848,3412,5544,959,22038,6615,46830,5294,2890,1004,43940,5406
0500000US41053,"Polk County, Oregon",86085,*****,74922,1946,72,119,781,498,1719,633,109,162,3150,2005,5332,1059,0,211,5332,1059
0500000US41059,"Umatilla County, Oregon",77950,*****,65416,2893,336,183,1947,485,991,213,391,243,4219,1769,4650,2388,596,428,4054,2337
0500000US41067,"Washington County, Oregon",601592,*****,449521,6967,12143,1706,3955,2153,68789,2208,2893,635,32709,6694,31582,3662,4995,2290,26587,3188
0500000US41071,"Yamhill County, Oregon",107100,*****,92115,5380,951,585,904,624,2143,909,231,178,6479,5315,4277,1216,965,641,3312,1006
0500000US42001,"Adams County, Pennsylvania",103009,*****,95929,1335,2044,579,161,139,995,366,0,182,2353,1275,1527,677,101,142,1426,612
0500000US42003,"Allegheny County, Pennsylvania",1216045,*****,965716,2043,157352,3305,1443,503,46965,2655,269,363,7953,2051,36347,4081,3314,1894,33033,3730
0500000US42005,"Armstrong County, Pennsylvania",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0500000US42007,"Beaver County, Pennsylvania",163929,*****,147858,493,10081,1246,90,164,1086,268,13,23,259,298,4542,1457,63,86,4479,1463
0500000US42011,"Berks County, Pennsylvania",421164,*****,338473,4735,26533,3492,961,620,6574,538,208,260,38929,4603,9486,2220,3337,1561,6149,1540
0500000US42013,"Blair County, Pennsylvania",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0500000US42017,"Bucks County, Pennsylvania",628270,*****,544515,3545,26526,2571,436,320,32572,1085,0,182,11220,3653,13001,2608,1370,739,11631,2594
0500000US42019,"Butler County, Pennsylvania",187853,*****,180218,233,1863,536,19,40,2400,523,0,182,102,94,3251,724,121,166,3130,742
0500000US42021,"Cambria County, Pennsylvania",130192,*****,121803,453,5575,809,0,182,514,320,0,182,258,129,2042,783,147,156,1895,731
0500000US42025,"Carbon County, Pennsylvania",64182,*****,60043,1117,1558,1357,897,797,731,782,0,182,532,408,421,447,59,130,362,417
0500000US42027,"Centre County, Pennsylvania",162385,*****,142448,605,5975,875,76,112,9755,719,67,99,496,433,3568,1238,352,299,3216,1194
0500000US42029,"Chester County, Pennsylvania",524989,*****,431961,4054,30393,2414,761,467,30955,1017,93,118,15596,3628,15230,3167,2022,1436,13208,2537
0500000US42033,"Clearfield County, Pennsylvania",79255,*****,74153,566,3057,561,26,46,471,393,0,182,312,273,1236,672,725,451,511,438
0500000US42037,"Columbia County, Pennsylvania",64964,*****,61974,321,771,301,42,91,1473,409,0,182,300,284,404,313,9,17,395,307
0500000US42039,"Crawford County, Pennsylvania",84629,*****,80721,326,1459,513,43,63,739,149,4,8,274,288,1389,523,185,159,1204,481
0500000US42041,"Cumberland County, Pennsylvania",253370,*****,220155,1454,11378,1252,399,301,10722,1236,0,182,2403,1093,8313,2304,1383,1005,6930,1895
0500000US42043,"Dauphin County, Pennsylvania",278299,*****,192332,3276,54302,1951,677,662,14381,947,181,290,7753,2608,8673,2471,1553,1578,7120,1795
0500000US42045,"Delaware County, Pennsylvania",566747,*****,383843,2522,125741,2416,1564,809,33158,1920,443,416,7862,2708,14136,2978,1874,1716,12262,2472
0500000US42049,"Erie County, Pennsylvania",269728,*****,231216,1928,18121,2065,996,146,4570,816,98,121,3819,1865,10908,2303,543,416,10365,2431
0500000US42051,"Fayette County, Pennsylvania",129274,*****,118980,399,5222,1220,43,98,590,119,53,94,1067,712,3319,1402,135,163,3184,1389
0500000US42055,"Franklin County, Pennsylvania",155027,*****,140780,2033,6252,1259,1257,1783,1498,661,65,119,2171,1736,3004,1204,267,302,2737,1163
0500000US42063,"Indiana County, Pennsylvania",84073,*****,79268,441,2480,660,36,47,512,269,0,182,206,178,1571,539,0,182,1571,539
0500000US42069,"Lackawanna County, Pennsylvania",209674,*****,188220,2097,7329,581,209,231,6703,315,169,135,3420,2028,3624,1192,398,258,3226,1179
0500000US42071,"Lancaster County, Pennsylvania",545724,*****,475780,4724,23358,3621,325,220,12475,1059,121,213,14631,4425,19034,3985,5420,3071,13614,3504
0500000US42073,"Lawrence County, Pennsylvania",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0500000US42075,"Lebanon County, Pennsylvania",141793,*****,121918,2361,3037,976,570,522,1445,552,0,182,10344,2244,4479,2137,2422,1823,2057,972
0500000US42077,"Lehigh County, Pennsylvania",369318,*****,298131,5408,31897,3446,556,456,12177,1512,221,292,15524,3960,10812,2537,2741,1426,8071,2123
0500000US42079,"Luzerne County, Pennsylvania",317417,*****,266628,3196,22899,4558,700,485,3034,816,73,122,17029,4163,7054,1531,1522,982,5532,1359
0500000US42081,"Lycoming County, Pennsylvania",113299,*****,104295,452,6032,755,523,85,807,173,0,182,41,46,1601,795,66,72,1535,791
0500000US42085,"Mercer County, Pennsylvania",109424,*****,99721,368,6412,804,0,182,680,332,0,182,277,259,2334,904,0,182,2334,904
0500000US42089,"Monroe County, Pennsylvania",170271,*****,132835,2523,24687,1685,1042,824,4151,744,0,182,2878,1775,4678,1757,778,612,3900,1650
0500000US42091,"Montgomery County, Pennsylvania",830915,*****,654804,3335,79874,2921,982,669,63850,1757,334,251,8887,2837,22184,3407,1513,1026,20671,3286
0500000US42095,"Northampton County, Pennsylvania",305285,*****,254300,3465,18289,1888,604,517,8541,844,0,182,13264,3855,10287,2491,2755,1632,7532,1750
0500000US42097,"Northumberland County, Pennsylvania",90843,*****,86161,895,2759,893,174,243,494,184,65,120,104,169,1086,324,8,20,1078,324
0500000US42101,"Philadelphia County, Pennsylvania",1584064,*****,617726,9464,657343,7112,7211,2247,119641,2594,897,411,128826,11284,52420,7664,6015,2067,46405,7408
0500000US42107,"Schuylkill County, Pennsylvania",141359,*****,133171,651,4857,634,254,232,563,427,81,95,531,367,1902,720,155,174,1747,721
0500000US42111,"Somerset County, Pennsylvania",73447,*****,69857,261,1568,537,245,301,323,224,0,182,116,127,1338,613,129,165,1209,584
0500000US42125,"Washington County, Pennsylvania",206865,*****,192989,482,6473,981,0,182,2254,453,193,190,178,185,4778,1120,91,136,4687,1102
0500000US42129,"Westmoreland County, Pennsylvania",348899,*****,329199,743,7969,801,82,96,3258,666,0,182,1288,587,7103,996,316,294,6787,958
0500000US42133,"York County, Pennsylvania",449058,*****,391737,3066,25356,2049,1022,618,6511,879,99,127,8718,2653,15615,2959,2017,1233,13598,2656
0500000US44003,"Kent County, Rhode Island",164292,*****,146603,1840,4038,1377,702,388,5246,527,0,222,4373,2109,3330,1098,109,147,3221,1108
0500000US44005,"Newport County, Rhode Island",82082,*****,73665,754,2415,735,415,316,1180,383,0,222,1388,1095,3019,961,96,172,2923,880
0500000US44007,"Providence County, Rhode Island",638931,*****,451856,8331,70002,6020,2138,748,26326,1835,222,204,55311,8023,33076,5204,8890,2600,24186,4573
0500000US44009,"Washington County, Rhode Island",125577,*****,116554,1028,1377,1063,74,165,3434,1345,28,55,482,383,3628,1453,749,722,2879,1489
0500000US45003,"Aiken County, South Carolina",170872,*****,120057,1764,45514,2140,102,175,1445,440,0,218,8,18,3746,1255,324,488,3422,1211
0500000US45007,"Anderson County, South Carolina",202558,*****,160961,1512,29851,1526,395,302,2396,151,0,218,3269,1477,5686,1734,118,176,5568,1716
0500000US45013,"Beaufort County, South Carolina",192122,*****,140697,3320,32583,1586,358,299,2524,794,0,218,10127,3554,5833,2137,932,699,4901,2239
0500000US45015,"Berkeley County, South Carolina",227907,*****,147216,2193,54804,1770,1890,1658,5306,976,48,77,9771,2636,8872,1961,170,163,8702,1959
0500000US45019,"Charleston County, South Carolina",411406,*****,276787,1968,102968,3216,223,559,7354,843,1607,2237,12228,2403,10239,2865,480,473,9759,2824
0500000US45031,"Darlington County, South Carolina",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0500000US45035,"Dorchester County, South Carolina",162809,*****,109288,2309,38509,3907,653,586,3077,1068,2973,3818,3601,2275,4708,2344,127,241,4581,2385
0500000US45041,"Florence County, South Carolina",138293,*****,73122,1591,60727,709,247,447,1900,372,0,218,1454,1581,843,524,0,218,843,524
0500000US45045,"Greenville County, South Carolina",523542,*****,379349,3839,89741,2716,2381,971,13347,987,1637,1630,21470,3934,15617,3371,3651,1673,11966,2775
0500000US45047,"Greenwood County, South Carolina",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0500000US45051,"Horry County, South Carolina",354081,*****,288077,3650,44829,1880,765,675,5426,504,0,218,7122,3504,7862,2226,826,988,7036,2211
0500000US45055,"Kershaw County, South Carolina",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0500000US45057,"Lancaster County, South Carolina",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0500000US45059,"Laurens County, South Carolina",67493,*****,46670,929,14814,1473,69,118,338,156,0,218,2409,1031,3193,1421,175,284,3018,1476
0500000US45063,"Lexington County, South Carolina",298750,*****,234519,2435,44299,1519,1515,744,6184,902,368,599,4775,2495,7090,2006,577,607,6513,1845
0500000US45073,"Oconee County, South Carolina",79546,*****,69379,1003,5323,409,156,263,729,244,0,218,1515,1082,2444,891,610,723,1834,521
0500000US45075,"Orangeburg County, South Carolina",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0500000US45077,"Pickens County, South Carolina",126884,*****,110768,846,9462,468,290,280,2518,355,0,218,2286,911,1560,634,43,73,1517,632
0500000US45079,"Richland County, South Carolina",415759,*****,182477,2310,199181,2120,1018,485,12764,990,163,163,9016,2172,11140,2423,798,598,10342,2266
0500000US45083,"Spartanburg County, South Carolina",319785,*****,233071,2420,65752,1449,724,459,8364,459,48,94,5103,2260,6723,1719,1237,915,5486,1437
0500000US45085,"Sumter County, South Carolina",106721,*****,49388,927,49975,1741,140,187,1605,299,35,58,1475,1040,4103,1968,1090,962,3013,1695
0500000US45091,"York County, South Carolina",280979,*****,207964,2381,53790,1368,2530,479,7068,997,0,218,4016,2831,5611,2087,801,831,4810,1906
0500000US46099,"Minnehaha County, South Dakota",193134,*****,166942,779,12057,1076,2822,1086,3658,775,83,140,1116,773,6456,1697,0,167,6456,1697
0500000US46103,"Pennington County, South Dakota",113775,*****,95247,850,2071,415,10132,1667,1270,331,62,112,233,284,4760,1748,165,270,4595,1716
0500000US47001,"Anderson County, Tennessee",76978,*****,69711,615,3315,663,440,257,1245,245,329,506,529,483,1409,791,430,527,979,580
0500000US47009,"Blount County, Tennessee",133088,*****,124866,460,3879,1081,135,223,1114,489,0,216,946,777,2148,1080,43,74,2105,1062
0500000US47011,"Bradley County, Tennessee",108110,*****,94926,1512,6983,1762,178,236,870,564,0,216,3219,1747,1934,1041,216,168,1718,1038
0500000US47037,"Davidson County, Tennessee",694144,*****,439010,4512,185846,3030,2053,749,26193,1317,787,754,23724,4563,16531,2784,1487,1001,15044,2877
0500000US47059,"Greene County, Tennessee",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0500000US47065,"Hamilton County, Tennessee",367804,*****,274851,2351,67998,3254,771,755,7453,1073,338,369,7240,2472,9153,2654,526,433,8627,2557
0500000US47093,"Knox County, Tennessee",470313,*****,402137,1698,38615,2038,2471,746,10101,1068,114,141,3628,1712,13247,2346,877,667,12370,2387
0500000US47113,"Madison County, Tennessee",97984,*****,54678,2161,36415,909,446,396,1124,225,0,216,3298,2149,2023,884,175,236,1848,872
0500000US47119,"Maury County, Tennessee",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0500000US47125,"Montgomery County, Tennessee",208993,*****,143019,2099,42405,2914,1038,822,4234,912,683,235,4331,1678,13283,3242,740,442,12543,3168
0500000US47141,"Putnam County, Tennessee",80245,*****,74631,1075,2007,700,0,216,1022,418,0,216,375,402,2210,1355,0,216,2210,1355
0500000US47147,"Robertson County, Tennessee",71813,*****,61655,1048,5412,329,239,217,384,253,14,23,2788,1074,1321,454,62,80,1259,448
0500000US47149,"Rutherford County, Tennessee",332285,*****,250555,3105,50241,3312,306,371,13065,821,262,430,5412,2976,12444,3339,1103,864,11341,3158
0500000US47155,"Sevier County, Tennessee",98250,*****,92589,1272,1884,1330,262,334,484,493,0,216,813,689,2218,1482,201,343,2017,1439
0500000US47157,"Shelby County, Tennessee",937166,*****,365798,5701,504715,3195,1129,727,26200,1560,140,190,23656,5951,15528,3312,977,510,14551,3189
0500000US47163,"Sullivan County, Tennessee",158348,*****,149208,750,3241,793,326,282,1167,288,0,216,992,749,3414,926,134,202,3280,930
0500000US47165,"Sumner County, Tennessee",191283,*****,163488,1999,15485,907,431,283,3487,247,172,196,5258,2049,2962,927,86,103,2876,911
0500000US47179,"Washington County, Tennessee",129375,*****,118437,424,5193,1458,1656,1733,2198,387,0,216,63,119,1828,1053,64,104,1764,1044
0500000US47187,"Williamson County, Tennessee",238412,*****,210037,1168,8940,1520,255,315,10989,2034,0,216,1171,1070,7020,2896,69,137,6951,2893
0500000US47189,"Wilson County, Tennessee",144657,*****,124756,2433,9670,1022,891,363,2692,372,0,216,2997,2502,3651,1240,620,502,3031,1145
0500000US48005,"Angelina County, Texas",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0500000US48021,"Bastrop County, Texas",88723,*****,57372,4076,5334,1955,857,898,219,291,0,234,21487,4298,3454,1881,303,343,3151,1869
0500000US48027,"Bell County, Texas",362924,*****,225437,4412,91889,5063,1995,1012,10661,1266,2667,402,10719,2778,19556,3732,1565,683,17991,3780
0500000US48029,"Bexar County, Texas",2003554,*****,1552899,15358,155244,6514,17785,4369,59703,3058,4298,2862,136246,13426,77379,7595,17100,3129,60279,6787
0500000US48037,"Bowie County, Texas",93245,*****,64552,1083,22743,1488,922,173,742,491,31,54,1259,1010,2996,1639,278,262,2718,1586
0500000US48039,"Brazoria County, Texas",374264,*****,272750,4355,55573,1908,1864,959,26790,874,0,234,10410,4042,6877,2662,2119,1188,4758,2523
0500000US48041,"Brazos County, Texas",229211,*****,180721,2285,25253,1301,118,148,13165,1062,373,524,3037,1524,6544,1796,1255,809,5289,1609
0500000US48061,"Cameron County, Texas",423163,*****,396658,5510,3910,2380,902,376,2927,427,63,114,14677,4305,4026,2060,2472,1420,1554,1035
0500000US48085,"Collin County, Texas",1034730,*****,701667,4972,106861,2853,3469,979,168405,2526,1290,1034,21020,4245,32018,4804,3633,1258,28385,4500
0500000US48091,"Comal County, Texas",156209,*****,143192,1687,4951,763,354,309,2416,418,109,190,3006,1478,2181,891,741,555,1440,822
0500000US48099,"Coryell County, Texas",75951,*****,56184,593,9863,1295,205,216,1571,352,561,352,89,71,7478,1444,84,125,7394,1428
0500000US48113,"Dallas County, Texas",2635516,*****,1580364,17245,596492,5028,12686,2350,172315,2478,1581,600,203034,15763,69044,6745,11985,2061,57059,6409
0500000US48121,"Denton County, Texas",887207,*****,656088,5929,89107,3379,4054,1246,84816,2229,775,179,17831,4127,34536,5473,6709,2104,27827,4847
0500000US48135,"Ector County, Texas",166223,*****,130632,6440,10143,1060,1671,1727,1990,202,23,46,17654,5811,4110,2211,1816,1371,2294,1487
0500000US48139,"Ellis County, Texas",184826,*****,149989,2743,20038,1689,1372,441,844,507,51,88,7497,2670,5035,1978,1128,658,3907,1847
0500000US48141,"El Paso County, Texas",839238,*****,674496,14850,29118,2386,5234,1508,9965,907,174,279,97775,13934,22476,3654,8761,2116,13715,2771
0500000US48157,"Fort Bend County, Texas",811688,*****,412802,9224,164866,4712,3432,1415,164074,3746,986,1556,32718,7737,32810,7212,4224,2092,28586,6993
0500000US48167,"Galveston County, Texas",342139,*****,271933,2887,42827,2691,740,675,11653,995,101,177,5419,2112,9466,3468,1528,989,7938,3274
0500000US48181,"Grayson County, Texas",136212,*****,118372,1374,8407,1051,747,328,2341,295,0,234,2041,1185,4304,1161,263,223,4041,1104
0500000US48183,"Gregg County, Texas",123945,*****,91844,1479,22820,2215,86,98,1625,519,0,234,1950,1346,5620,2276,159,203,5461,2257
0500000US48187,"Guadalupe County, Texas",166847,*****,137989,2668,14668,1169,552,412,2211,870,0,234,4803,1750,6624,1766,1267,876,5357,1488
0500000US48201,"Harris County, Texas",4713325,*****,2895713,23497,901998,10575,20316,4006,331518,4537,2396,910,436847,23140,124537,12518,24690,4974,99847,11646
0500000US48203,"Harrison County, Texas",66553,*****,49759,1286,11930,1808,739,705,810,798,0,234,687,919,2628,1577,98,139,2530,1572
0500000US48209,"Hays County, Texas",230191,*****,204010,2442,9776,1449,1422,723,3279,635,106,198,6320,2147,5278,1501,511,435,4767,1467
0500000US48213,"Henderson County, Texas",82737,*****,74570,553,3910,1418,959,338,1748,1760,0,234,327,353,1223,958,181,281,1042,902
0500000US48215,"Hidalgo County, Texas",868707,*****,737925,12667,5029,1101,971,527,8592,856,0,234,98514,11150,17676,5312,13121,4539,4555,2387
0500000US48231,"Hunt County, Texas",98594,*****,80915,2496,7805,799,987,493,1082,439,0,234,5108,2383,2697,1251,395,512,2302,1131
0500000US48245,"Jefferson County, Texas",251565,*****,147563,3147,84307,2019,1063,280,9984,255,853,1102,4596,2570,3199,1646,268,311,2931,1585
0500000US48251,"Johnson County, Texas",175817,*****,157804,2048,8127,747,1243,906,1893,299,48,94,3297,1733,3405,1406,692,705,2713,1072
0500000US48257,"Kaufman County, Texas",136154,*****,107948,2031,19213,1169,336,378,871,859,0,234,3513,1640,4273,1787,949,752,3324,1472
0500000US48291,"Liberty County, Texas",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0500000US48303,"Lubbock County, Texas",310569,*****,251138,4855,21485,1820,1855,843,6830,1362,760,1014,18773,4551,9728,2434,1740,858,7988,2347
0500000US48309,"McLennan County, Texas",256623,*****,204884,2006,35197,1483,2052,1389,3471,754,97,117,3430,1144,7492,2144,1217,937,6275,1919
0500000US48329,"Midland County, Texas",176832,*****,125450,6623,11443,1790,1378,1813,2881,972,95,167,28953,6878,6632,2692,1694,1155,4938,2296
0500000US48339,"Montgomery County, Texas",607391,*****,525854,4732,31579,2202,1790,1024,18788,1211,22,39,11927,3565,17431,4011,3134,1810,14297,3839
0500000US48347,"Nacogdoches County, Texas",65204,*****,50606,827,12592,770,860,759,736,663,0,234,195,182,215,227,0,234,215,227
0500000US48355,"Nueces County, Texas",362294,*****,325539,2974,14365,662,892,546,7663,844,0,234,7911,2436,5924,1321,1177,637,4747,1371
0500000US48361,"Orange County, Texas",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0500000US48367,"Parker County, Texas",142878,*****,133000,1805,1587,963,984,825,1020,310,101,196,2702,1844,3484,1210,160,202,3324,1209
0500000US48375,"Potter County, Texas",117415,*****,91183,2147,12496,747,897,160,6737,206,29,54,3578,2108,2495,901,535,353,1960,854
0500000US48381,"Randall County, Texas",137713,*****,121664,2252,4259,1057,723,646,3991,1728,481,339,2399,1320,4196,1870,1080,1371,3116,1286
0500000US48397,"Rockwall County, Texas",104915,*****,87030,2036,7616,1289,444,639,3745,695,171,227,2586,1386,3323,1564,1940,1252,1383,914
0500000US48409,"San Patricio County, Texas",66730,*****,60698,1675,1728,840,92,103,671,296,0,234,1887,1327,1654,877,458,361,1196,798
0500000US48423,"Smith County, Texas",232751,*****,178470,2040,41309,719,845,626,4298,523,336,402,4398,1723,3095,910,512,350,2583,867
0500000US48439,"Tarrant County, Texas",2102515,*****,1378142,16372,359898,5884,10257,2365,118494,2890,5003,288,165948,16550,64773,6818,13219,2873,51554,6041
0500000US48441,"Taylor County, Texas",138034,*****,112157,2778,12413,822,127,127,2955,505,0,234,8287,2769,2095,853,72,95,2023,851
0500000US48451,"Tom Green County, Texas",119200,*****,105763,2073,4847,908,568,598,1461,341,145,246,4227,1948,2189,834,234,187,1955,819
0500000US48453,"Travis County, Texas",1273954,*****,920247,12829,104062,4997,9660,3577,87316,2718,504,700,100839,12612,51326,6428,7713,2389,43613,6156
0500000US48469,"Victoria County, Texas",92084,*****,81305,1764,6006,1283,0,234,890,1060,61,107,1787,1332,2035,1273,1116,949,919,879
0500000US48471,"Walker County, Texas",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0500000US48479,"Webb County, Texas",276652,*****,266003,2558,1327,1181,1607,1349,1298,889,0,234,5302,2128,1115,517,980,525,135,186
0500000US48485,"Wichita County, Texas",132230,*****,107513,1216,12728,1319,923,403,2990,456,201,229,2928,948,4947,1555,375,289,4572,1508
0500000US48491,"Williamson County, Texas",590551,*****,469151,4819,40399,2023,2577,1145,44897,2177,319,255,8886,2356,24322,5094,3787,1902,20535,4934
0500000US48497,"Wise County, Texas",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0500000US49005,"Cache County, Utah",128289,*****,118029,1558,857,560,658,418,3357,480,12,26,1866,1092,3510,1549,304,270,3206,1504
0500000US49011,"Davis County, Utah",355481,*****,323178,2957,4376,899,1592,468,6853,1180,3062,535,5644,2625,10776,1861,1589,1062,9187,1341
0500000US49035,"Salt Lake County, Utah",1160437,*****,929287,8450,23313,2291,10033,2530,48472,2837,18390,2284,88099,9064,42843,5924,7370,3109,35473,4557
0500000US49045,"Tooele County, Utah",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0500000US49049,"Utah County, Utah",636235,*****,581543,3468,3029,842,3045,904,8780,1412,6171,1412,9016,2865,24651,3226,3034,1397,21617,2907
0500000US49053,"Washington County, Utah",177556,*****,163341,2604,1498,369,1706,643,1186,951,389,431,5082,2565,4354,1055,0,198,4354,1055
0500000US49057,"Weber County, Utah",260213,*****,236957,2671,3155,1172,2350,747,3790,709,671,420,4996,1855,8294,1681,1675,948,6619,1203
0500000US50007,"Chittenden County, Vermont",163774,*****,147125,655,5183,700,446,534,4458,2343,239,333,587,431,5736,2557,0,161,5736,2557
0500000US51003,"Albemarle County, Virginia",109330,*****,89592,466,9954,986,266,200,5462,520,115,205,519,499,3422,1039,616,589,2806,864
0500000US51013,"Arlington County, Virginia",236842,*****,170938,3282,22564,809,708,584,24317,1699,0,208,9135,3194,9180,1939,631,389,8549,1882
0500000US51015,"Augusta County, Virginia",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0500000US51019,"Bedford County, Virginia",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0500000US51041,"Chesterfield County, Virginia",352802,*****,225745,2816,82677,2998,1151,606,13197,832,254,259,20766,3956,9012,2683,460,443,8552,2684
0500000US51059,"Fairfax County, Virginia",1147532,*****,685971,8642,116562,3279,3664,1084,228195,3813,794,316,64314,8445,48032,5156,4816,1604,43216,5117
0500000US51061,"Fauquier County, Virginia",71222,*****,61685,655,5547,723,65,115,1295,316,0,208,412,327,2218,973,620,565,1598,779
